Date,Agent Name,District,Area,Province,NLB Sales Ticket,DLB Sales Ticket,Total Sales Ticket,NLB LKR,DLB LKR,Total LKR
5/19/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,9422,836,10258,376880,33440,410320
5/20/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,3168,8901,12069,126720,356040,482760
5/21/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,8399,6208,14607,335960,248320,584280
5/22/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,6399,2476,8875,255960,99040,355000
5/24/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,174,9661,9835,6960,386440,393400
5/25/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,1390,6085,7475,55600,243400,299000
5/26/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,1387,3483,4870,55480,139320,194800
5/27/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,7772,2245,10017,310880,89800,400680
5/28/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,5916,2303,8219,236640,92120,328760
5/29/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,3428,4123,7551,137120,164920,302040
5/30/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,8821,1340,10161,352840,53600,406440
5/31/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,6429,9142,15571,257160,365680,622840
6/1/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,6243,5872,12115,249720,234880,484600
6/2/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,7508,6848,14356,300320,273920,574240
6/3/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,4221,8540,12761,168840,341600,510440
6/4/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,9250,9768,19018,370000,390720,760720
6/5/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,9202,7119,16321,368080,284760,652840
6/6/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,395,2822,3217,15800,112880,128680
6/7/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,883,9309,10192,35320,372360,407680
6/8/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,7145,5996,13141,285800,239840,525640
6/9/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,8306,2192,10498,332240,87680,419920
6/10/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,3622,9415,13037,144880,376600,521480
6/11/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,5063,3391,8454,202520,135640,338160
6/12/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,2835,7542,10377,113400,301680,415080
6/13/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,9689,4842,14531,387560,193680,581240
6/14/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,8872,8495,17367,354880,339800,694680
6/15/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,1614,1137,2751,64560,45480,110040
6/16/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,9066,1322,10388,362640,52880,415520
6/17/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,9620,7127,16747,384800,285080,669880
6/18/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,7571,3415,10986,302840,136600,439440
6/19/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,1644,5590,7234,65760,223600,289360
6/20/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,433,4393,4826,17320,175720,193040
6/21/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,7495,1572,9067,299800,62880,362680
6/22/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,3935,4459,8394,157400,178360,335760
6/23/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,9981,2315,12296,399240,92600,491840
6/24/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,2812,4467,7279,112480,178680,291160
6/25/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,9707,2778,12485,388280,111120,499400
6/26/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,4619,1792,6411,184760,71680,256440
6/27/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,7826,3165,10991,313040,126600,439640
6/28/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,5829,3379,9208,233160,135160,368320
6/29/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,3041,4527,7568,121640,181080,302720
6/30/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,665,1635,2300,26600,65400,92000
7/1/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,3231,9514,12745,129240,380560,509800
7/2/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,6640,525,7165,265600,21000,286600
7/3/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,2009,3508,5517,80360,140320,220680
7/4/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,8555,125,8680,342200,5000,347200
7/5/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,2366,3341,5707,94640,133640,228280
7/6/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,3533,5217,8750,141320,208680,350000
7/7/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,838,467,1305,33520,18680,52200
7/8/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,6258,6853,13111,250320,274120,524440
7/9/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,5243,6661,11904,209720,266440,476160
7/10/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,6395,5816,12211,255800,232640,488440
7/11/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,802,2668,3470,32080,106720,138800
7/12/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,4275,8020,12295,171000,320800,491800
7/13/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,4930,9035,13965,197200,361400,558600
7/14/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,5329,8231,13560,213160,329240,542400
7/15/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,1007,3774,4781,40280,150960,191240
7/16/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,1666,3899,5565,66640,155960,222600
7/17/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,310,3933,4243,12400,157320,169720
7/18/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,117,5618,5735,4680,224720,229400
7/19/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,6122,8447,14569,244880,337880,582760
7/20/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,6557,2455,9012,262280,98200,360480
7/21/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,2536,9027,11563,101440,361080,462520
7/22/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,4710,1776,6486,188400,71040,259440
7/23/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,6088,3149,9237,243520,125960,369480
7/24/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,1617,3116,4733,64680,124640,189320
7/25/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,4867,2469,7336,194680,98760,293440
7/26/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,6312,2729,9041,252480,109160,361640
7/27/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,2532,611,3143,101280,24440,125720
7/28/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,5737,5126,10863,229480,205040,434520
7/29/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,8960,2205,11165,358400,88200,446600
7/30/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,7445,7289,14734,297800,291560,589360
7/31/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,7454,7729,15183,298160,309160,607320
8/1/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,4820,8756,13576,192800,350240,543040
8/2/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,4939,2737,7676,197560,109480,307040
8/3/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,4902,4836,9738,196080,193440,389520
8/4/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,9353,2355,11708,374120,94200,468320
8/5/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,5102,6270,11372,204080,250800,454880
8/6/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,3154,7669,10823,126160,306760,432920
8/7/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,8298,5546,13844,331920,221840,553760
8/8/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,6025,4292,10317,241000,171680,412680
8/9/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,6262,3186,9448,250480,127440,377920
8/10/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,1670,4277,5947,66800,171080,237880
8/11/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,7478,9123,16601,299120,364920,664040
8/12/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,4601,8312,12913,184040,332480,516520
8/13/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,7857,2918,10775,314280,116720,431000
8/14/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,6581,4750,11331,263240,190000,453240
8/15/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,1663,2531,4194,66520,101240,167760
8/16/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,8682,285,8967,347280,11400,358680
8/17/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,6959,671,7630,278360,26840,305200
8/18/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,1121,8421,9542,44840,336840,381680
8/19/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,4254,711,4965,170160,28440,198600
8/20/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,4621,1737,6358,184840,69480,254320
8/21/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,8235,2358,10593,329400,94320,423720
8/22/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,667,4002,4669,26680,160080,186760
8/23/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,6417,1529,7946,256680,61160,317840
8/24/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,6657,3014,9671,266280,120560,386840
8/25/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,3284,2758,6042,131360,110320,241680
8/26/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,1352,2366,3718,54080,94640,148720
8/27/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,246,5950,6196,9840,238000,247840
8/28/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,214,5011,5225,8560,200440,209000
8/29/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,2299,621,2920,91960,24840,116800
8/30/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,8132,6405,14537,325280,256200,581480
8/31/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,2568,6291,8859,102720,251640,354360
9/1/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,3863,2333,6196,154520,93320,247840
9/2/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,2843,1396,4239,113720,55840,169560
9/3/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,2516,6044,8560,100640,241760,342400
9/4/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,3075,5180,8255,123000,207200,330200
9/5/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,3577,449,4026,143080,17960,161040
9/6/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,5480,3408,8888,219200,136320,355520
9/7/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,3734,5774,9508,149360,230960,380320
9/8/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,5409,779,6188,216360,31160,247520
9/9/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,5523,9107,14630,220920,364280,585200
9/10/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,9632,7052,16684,385280,282080,667360
9/11/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,2353,6607,8960,94120,264280,358400
9/12/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,6504,3458,9962,260160,138320,398480
9/13/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,209,4722,4931,8360,188880,197240
9/14/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,9046,9915,18961,361840,396600,758440
9/15/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,73,6813,6886,2920,272520,275440
9/16/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,9672,6199,15871,386880,247960,634840
9/17/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,6333,5429,11762,253320,217160,470480
9/18/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,9204,2540,11744,368160,101600,469760
9/19/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,4511,8338,12849,180440,333520,513960
9/20/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,1989,77,2066,79560,3080,82640
9/21/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,2187,7105,9292,87480,284200,371680
9/22/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,8150,9419,17569,326000,376760,702760
9/23/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,9146,641,9787,365840,25640,391480
9/24/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,8117,7818,15935,324680,312720,637400
9/25/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,3814,3071,6885,152560,122840,275400
9/26/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,7355,1376,8731,294200,55040,349240
9/27/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,5505,869,6374,220200,34760,254960
9/28/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,813,7623,8436,32520,304920,337440
9/29/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,7398,5208,12606,295920,208320,504240
9/30/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,8314,8632,16946,332560,345280,677840
10/1/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,1590,912,2502,63600,36480,100080
10/2/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,8336,9774,18110,333440,390960,724400
10/3/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,5433,767,6200,217320,30680,248000
10/4/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,7649,8980,16629,305960,359200,665160
10/5/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,7247,9781,17028,289880,391240,681120
10/6/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,6694,3003,9697,267760,120120,387880
10/7/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,3316,9083,12399,132640,363320,495960
10/8/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,1822,9659,11481,72880,386360,459240
10/9/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,8681,66,8747,347240,2640,349880
10/10/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,9698,7477,17175,387920,299080,687000
10/11/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,7120,5436,12556,284800,217440,502240
10/12/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,5454,9585,15039,218160,383400,601560
10/13/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,6185,9705,15890,247400,388200,635600
10/14/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,8405,1960,10365,336200,78400,414600
10/15/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,7722,4192,11914,308880,167680,476560
10/16/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,3689,3011,6700,147560,120440,268000
10/17/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,7784,6158,13942,311360,246320,557680
10/18/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,6777,606,7383,271080,24240,295320
10/19/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,182,1675,1857,7280,67000,74280
10/20/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,1394,1927,3321,55760,77080,132840
10/21/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,8833,7912,16745,353320,316480,669800
10/22/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,7467,5112,12579,298680,204480,503160
10/23/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,9995,2403,12398,399800,96120,495920
10/24/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,7523,2696,10219,300920,107840,408760
10/25/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,4207,9789,13996,168280,391560,559840
10/26/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,6974,5267,12241,278960,210680,489640
10/27/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,2161,9631,11792,86440,385240,471680
10/28/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,261,3568,3829,10440,142720,153160
10/29/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,7858,4281,12139,314320,171240,485560
10/30/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,9150,1767,10917,366000,70680,436680
10/31/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,5425,7231,12656,217000,289240,506240
11/1/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,3921,2992,6913,156840,119680,276520
11/2/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,518,6710,7228,20720,268400,289120
11/3/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,289,8823,9112,11560,352920,364480
11/4/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,2005,8610,10615,80200,344400,424600
11/5/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,128,2040,2168,5120,81600,86720
11/6/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,3297,2252,5549,131880,90080,221960
11/7/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,6979,9707,16686,279160,388280,667440
11/8/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,1994,1218,3212,79760,48720,128480
11/9/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,7186,8170,15356,287440,326800,614240
11/10/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,5005,9858,14863,200200,394320,594520
11/11/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,2730,9766,12496,109200,390640,499840
11/12/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,8027,42,8069,321080,1680,322760
11/13/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,2688,3577,6265,107520,143080,250600
11/14/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,9428,1198,10626,377120,47920,425040
11/15/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,8572,8892,17464,342880,355680,698560
11/16/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,3126,4630,7756,125040,185200,310240
11/17/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,1534,3095,4629,61360,123800,185160
11/18/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,4171,8625,12796,166840,345000,511840
11/19/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,255,3804,4059,10200,152160,162360
11/20/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,693,7247,7940,27720,289880,317600
11/21/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,764,6898,7662,30560,275920,306480
11/22/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,2763,6951,9714,110520,278040,388560
11/23/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,6657,5905,12562,266280,236200,502480
11/24/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,1597,8821,10418,63880,352840,416720
11/25/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,4259,5958,10217,170360,238320,408680
11/26/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,5770,8565,14335,230800,342600,573400
11/27/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,3150,1590,4740,126000,63600,189600
11/28/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,1161,2692,3853,46440,107680,154120
11/29/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,6595,7484,14079,263800,299360,563160
11/30/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,8668,8866,17534,346720,354640,701360
12/1/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,6590,1047,7637,263600,41880,305480
12/2/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,223,9043,9266,8920,361720,370640
12/3/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,5962,3928,9890,238480,157120,395600
12/4/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,8297,2924,11221,331880,116960,448840
12/5/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,8283,1397,9680,331320,55880,387200
12/6/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,4517,7669,12186,180680,306760,487440
12/7/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,6815,9836,16651,272600,393440,666040
12/8/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,5072,1592,6664,202880,63680,266560
12/9/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,2583,6185,8768,103320,247400,350720
12/10/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,393,8493,8886,15720,339720,355440
12/11/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,7346,6643,13989,293840,265720,559560
12/12/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,7947,6982,14929,317880,279280,597160
12/13/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,9057,2554,11611,362280,102160,464440
12/14/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,3942,4778,8720,157680,191120,348800
12/15/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,896,2649,3545,35840,105960,141800
12/16/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,3527,8490,12017,141080,339600,480680
12/17/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,1628,8174,9802,65120,326960,392080
12/18/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,9354,1340,10694,374160,53600,427760
12/19/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,6202,8209,14411,248080,328360,576440
12/20/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,7563,9993,17556,302520,399720,702240
12/21/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,2236,6897,9133,89440,275880,365320
12/22/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,4083,4126,8209,163320,165040,328360
12/23/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,8633,9255,17888,345320,370200,715520
12/24/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,5134,5444,10578,205360,217760,423120
12/25/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,2500,7280,9780,100000,291200,391200
12/26/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,102,7853,7955,4080,314120,318200
12/27/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,5301,908,6209,212040,36320,248360
12/28/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,3765,8581,12346,150600,343240,493840
12/29/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,4507,8560,13067,180280,342400,522680
12/30/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,6321,8304,14625,252840,332160,585000
12/31/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,9552,7919,17471,382080,316760,698840
1/1/2025,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,5738,1519,7257,229520,60760,290280
1/2/2025,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,9510,9999,19509,380400,399960,780360
